fecha,id_producto,precio,oferta
2025-02-01,1007,13.0,0
2025-02-01,1015,13.0,0
2025-02-01,1023,13.0,0
2025-02-01,1031,13.0,0
2025-02-01,1040,13.0,0
2025-02-01,1058,13.0,0
2025-02-01,1074,13.0,0
2025-02-01,1082,22.0,0
2025-02-01,1090,22.0,0
2025-02-01,1104,22.0,0
2025-02-01,1112,22.0,0
2025-02-01,1120,22.0,0
2025-02-01,1139,22.0,0
2025-02-01,1155,22.0,0
2025-02-01,1163,25.0,0
2025-02-01,1605,5.2,0
2025-02-01,1621,36.5,0
2025-02-01,1626,6.0,0
2025-02-01,1628,6.0,0
2025-02-01,1629,19.5,0
2025-02-01,1655,7.7,0
2025-02-01,1656,7.3,0
2025-02-01,1659,11.7,0
2025-02-01,1661,11.7,0
2025-02-01,1674,9.3,0
2025-02-01,1675,9.3,0
2025-02-01,1713,63.5,0
2025-02-01,1714,15.0,0
2025-02-01,1715,15.0,0
2025-02-01,1718,60.0,0
2025-02-01,1719,46.5,0
2025-02-01,1730,15.0,0
2025-02-01,1731,10.2,0
2025-02-01,1734,51.5,0
2025-02-01,1746,7.7,0
2025-02-01,1747,21.0,0
2025-02-01,1751,50.0,0
2025-02-01,1756,32.5,0
2025-02-01,1779,17.5,0
2025-02-01,1801,12.8,0
2025-02-01,1802,41.0,0
2025-02-01,1825,60.0,0
2025-02-01,1844,12.0,0
2025-02-01,1863,8.0,0
2025-02-01,1864,30.0,0
2025-02-01,1867,246.0,0
2025-02-01,1872,24.0,0
2025-02-01,1883,80.5,0
2025-02-01,1887,49.5,0
2025-02-01,1888,49.5,0
2025-02-01,1889,49.5,0
2025-02-01,1904,295.0,0
2025-02-01,1905,295.0,0
2025-02-01,1906,295.0,0
2025-02-01,1909,295.0,0
2025-02-01,1971,15.3,0
2025-02-01,2194,8.5,0
2025-02-01,2585,18.5,0
2025-02-01,2640,54.5,0
2025-02-01,2677,16.0,0
2025-02-01,2718,20.5,0
2025-02-01,3265,46.0,0
2025-02-01,3270,68.0,0
2025-02-01,3710,40.0,0
2025-02-01,3718,24.0,0
2025-02-01,3744,84.0,0
2025-02-01,3751,10.7,0
2025-02-01,3757,14.5,0
2025-02-01,3760,10.7,0
2025-02-01,3794,13.9,0
2025-02-01,3808,13.9,0
2025-02-01,3824,13.9,0
2025-02-01,3871,78.0,0
2025-02-01,3873,79.0,0
2025-02-01,3883,11.5,0
2025-02-01,4795,17.8,0
2025-02-01,4797,17.8,0
2025-02-01,4928,9.2,0
2025-02-01,4944,9.2,0
2025-02-01,5003,25.0,0
2025-02-01,5007,29.0,0
2025-02-01,5008,11.0,0
2025-02-01,5011,10.9,0
2025-02-01,5012,4.3,0
2025-02-01,5014,45.0,0
2025-02-01,5015,6.0,0
2025-02-01,5016,8.0,0
2025-02-01,5017,4.5,0
2025-02-01,5021,29.5,0
2025-02-01,5023,12.9,0
2025-02-01,5025,6.5,0
2025-02-01,5026,22.5,0
2025-02-01,5028,40.0,0
2025-02-01,5030,6.5,0
2025-02-01,5031,10.5,0
2025-02-01,5032,13.0,0
2025-02-01,5035,60.0,0
2025-02-01,5036,10.0,0
2025-02-01,5038,3.5,0
2025-02-01,5039,22.9,0
2025-02-01,5040,29.0,0
2025-02-01,5044,16.5,0
2025-02-01,5046,22.0,0
2025-02-01,5047,6.0,0
2025-02-01,5048,85.0,0
2025-02-01,5049,65.0,0
2025-02-01,5050,55.0,0
2025-02-01,5051,40.0,0
2025-02-01,5054,9.0,0
2025-02-01,5055,19.0,0
2025-02-01,5056,9.0,0
2025-02-01,5057,16.0,0
2025-02-01,5059,5.5,0
2025-02-01,5060,12.5,0
2025-02-01,5062,6.4,0
2025-02-01,5063,14.0,0
2025-02-01,5064,5.8,0
2025-02-01,5065,10.5,0
2025-02-01,5067,17.5,0
2025-02-01,5068,24.0,0
2025-02-01,5069,40.0,0
2025-02-01,5071,18.0,0
2025-02-01,5072,13.0,0
2025-02-01,5073,20.0,0
2025-02-01,5075,50.0,0
2025-02-01,5077,16.5,0
2025-02-01,5078,16.5,0
2025-02-01,5080,6.0,0
2025-02-01,5081,19.9,0
2025-02-01,5082,8.9,0
2025-02-01,5083,17.5,0
2025-02-01,5085,17.0,0
2025-02-01,5086,19.9,0
2025-02-01,5087,10.5,0
2025-02-01,5089,10.5,0
2025-02-01,5090,25.0,0
2025-02-01,5091,25.0,0
2025-02-01,5093,4.4,0
2025-02-01,5094,17.0,0
2025-02-01,5095,26.0,0
2025-02-01,5097,12.5,0
2025-02-01,5098,4.0,0
2025-02-01,5099,30.0,0
2025-02-01,5101,7.5,0
2025-02-01,5102,7.9,0
2025-02-01,5103,4.9,0
2025-02-01,5104,12.5,0
2025-02-01,5105,12.0,0
2025-02-01,5106,19.0,0
2025-02-01,5107,6.8,0
2025-02-01,5108,6.5,0
2025-02-01,5109,6.0,0
2025-02-01,5110,4.5,0
2025-02-01,5111,3.9,0
2025-02-01,5113,6.5,0
2025-02-01,5114,14.0,0
2025-02-01,5115,9.0,0
2025-02-01,5118,9.2,0
2025-02-01,5119,45.0,0
2025-02-01,5121,40.0,0
2025-02-01,5123,39.5,0
2025-02-01,5126,4.7,0
2025-02-01,5127,15.0,0
2025-02-01,5129,22.0,0
2025-02-01,5132,29.0,0
2025-02-01,5134,25.0,0
2025-02-01,5139,26.5,0
2025-02-01,5147,500.0,0
2025-02-01,5151,27.0,0
2025-02-01,5153,20.0,0
2025-02-01,5156,24.5,0
2025-02-01,5158,18.0,0
2025-02-01,5160,9.0,0
2025-02-01,5163,28.0,0
2025-02-01,5164,28.0,0
2025-02-01,5165,25.0,0
2025-02-01,5167,17.5,0
2025-02-01,5168,45.0,0
2025-02-01,5171,28.0,0
2025-02-01,5173,19.0,0
2025-02-01,5174,135.0,0
2025-02-01,5175,18.0,0
2025-02-01,5177,9.0,0
2025-02-01,5178,33.0,0
2025-02-01,5179,7.0,0
2025-02-01,5180,30.0,0
2025-02-01,5181,7.5,0
2025-02-01,5183,9.9,0
2025-02-01,5184,23.5,0
2025-02-01,5187,21.0,0
2025-02-01,5188,26.0,0
2025-02-01,5190,30.0,0
2025-02-01,5192,9.0,0
2025-02-01,5195,9.9,0
2025-02-01,5196,26.0,0
2025-02-01,5199,24.0,0
2025-02-01,5200,21.5,0
2025-02-01,5201,59.0,0
2025-02-01,5202,27.5,0
2025-02-01,5203,30.0,0
2025-02-01,5205,19.5,0
2025-02-01,5206,20.0,0
2025-02-01,5207,79.0,0
2025-02-01,5208,14.0,0
2025-02-01,5209,53.0,0
2025-02-01,5212,15.0,0
2025-02-01,5213,21.0,0
2025-02-01,5216,28.5,0
