id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio,270,270_cambio,365,365_cambio
1007,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154
1015,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,13,0.192,,,10.6,0.462
1023,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154
1031,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154
1040,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154
1058,,,,,,,,,,,,,,,,,,,,,
1074,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154
1082,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,22,0.227,22,0.227,22,0.227
1090,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,22,0.273,22,0.273,22,0.273
1104,27,27,0,27,0,27,0,27,0,27,0,,,27,0,22,0.227,22,0.227,,
1112,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,22,0.227,22,0.227,,
1120,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,,,22,0.227,22,0.227
1139,27,27,0,27,0,27,0,27,0,27,0,27,0,22,0.227,22,0.227,22,0.227,22,0.227
1155,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,22,0.227,22,0.227,22,0.227
1163,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,25,0.12,25,0.12,25,0.12
1557,,,,,,,,,,,,,,,,,,,,,
1605,5.2,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0
1618,,,,,,,,,,,,,,,,,,,,,
1621,37.5,37.5,0,37.5,0,37.5,0,37.5,0,,,37.5,0,37.5,0,36.5,0.0274,,,26,0.442
1623,,,,,,,,,,,,,,,,,,,,,
1626,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,6.5,0.154,6,0.25,6,0.25,5.4,0.389
1628,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,6.5,0.154,6,0.25,6,0.25,5.4,0.389
1629,25,25,0,25,0,25,0,25,0,25.5,-0.0196,25.5,-0.0196,25.5,-0.0196,19.5,0.282,19.5,0.282,18.5,0.351
1644,,,,,,,,,,,,,,,,,,,,,
1655,13.3,13.3,0,13.3,0,13.3,0,13.3,0,,,13.3,0,12.5,0.064,7.7,0.727,7.7,0.727,7,0.9
1656,13,13,0,13,0,13,0,13,0,13,0,13,0,12.5,0.04,7.3,0.781,7.3,0.781,7,0.857
1659,15,15,0,15,0,15,0,15,0,15,0,15,0,12.5,0.2,11.7,0.282,11.7,0.282,11.7,0.282
1661,15,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,11.7,0.282,11.7,0.282,11.7,0.282
1672,,,,,,,,,,,,,,,,,,,,,
1673,,,,,,,,,,,,,,,,,,,,,
1674,,,,,,,,,,,,,,,,,,,,,
1675,,,,,,,,,,,,,,,,,,,,,
1713,,,,,,,,,,,,,,,,,,,,,
1714,16.5,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,15,0.1,15,0.1,15,0.1
1715,,,,,,,,,,,,,,,,,,,,,
1717,,,,,,,,,,,,,,,,,,,,,
1718,,,,,,,,,,,,,,,,,,,,,
1719,46.5,46.5,0,46.5,0,46.5,0,46.5,0,46.5,0,46.5,0,46.5,0,46.5,0,46.5,0,38.5,0.208
1730,,,,,,,,,,,,,,,,,,,,,
1731,15,15,0,15,0,15,0,15,0,15,0,15,0,17.7,-0.153,10.2,0.471,10.2,0.471,10.3,0.456
1734,,,,,,,,,,,,,,,,,,,,,
1743,,,,,,,,,,,,,,,,,,,,,
1746,9,9,0,9,0,9,0,9,0,9,0,7.7,0.169,7.7,0.169,7.7,0.169,7.7,0.169,7.7,0.169
1747,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,21.5,0.233,21,0.262,21,0.262
1751,,,,,,,,,,,,,,,,,,,,,
1756,,,,,,,,,,,,,,,,,,,,,
1758,,,,,,,,,,,,,,,,,,,,,
1779,,,,,,,,,,,,,,,,,,,,,
1801,,,,,,,,,,,,,,,,,,,,,
1802,,,,,,,,,,,,,,,,,,,,,
1820,,,,,,,,,,,,,,,,,,,,,
1825,64,64,0,64,0,64,0,64,0,64,0,64,0,64,0,60,0.0667,60,0.0667,,
1831,,,,,,,,,,,,,,,,,,,,,
1832,,,,,,,,,,,,,,,,,,,,,
1833,,,,,,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,,,
1849,,,,,,,,,,,,,,,,,,,,,
1851,,,,,,,,,,,,,,,,,,,,,
1863,8,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
1864,,,,,,,,,,,,,,,,,,,,,
1867,355,355,0,355,0,355,0,355,0,355,0,355,0,355,0,246,0.443,246,0.443,230,0.543
1872,,,,,,,,,,,,,,,,,,,,,
1883,130,130,0,130,0,130,0,130,0,130,0,130,0,130,0,81.5,0.595,,,,
1887,,,,,,,,,,,,,,,,,,,,,
1888,94,94,0,94,0,94,0,94,0,94,0,73,0.288,63,0.492,49.5,0.899,49.5,0.899,46,1.04
1889,,,,,,,,,,,,,,,,,,,,,
1891,,,,,,,,,,,,,,,,,,,,,
1904,,,,,,,,,,,,,,,,,,,,,
1905,,,,,,,,,,,,,,,,,,,,,
1906,,,,,,,,,,,,,,,,,,,,,
1909,,,,,,,,,,,,,,,,,,,,,
1971,16.5,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,15.3,0.0784,15.3,0.0784,15.3,0.0784
2194,9.5,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0,8.3,0.145,8.3,0.145,8.5,0.118,8.5,0.118,,
2585,29,29,0,29,0,29,0,29,0,29,0,29,0,24.5,0.184,18.5,0.568,16.5,0.758,14.5,1
2640,97,97,0,97,0,97,0,97,0,97,0,97,0,54.5,0.78,54.5,0.78,39,1.49,39,1.49
2677,20,20,0,20,0,20,0,20,0,20,0,18,0.111,18,0.111,16,0.25,16,0.25,16,0.25
2718,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,26,0.0577,26,0.0577,20.5,0.341,20.5,0.341,20.5,0.341
3265,52,52,0,52,0,52,0,52,0,50,0.04,47,0.106,49,0.0612,49.5,0.0505,38,0.368,36.5,0.425
3270,76,76,0,76,0,76,0,76,0,73.5,0.034,68.5,0.109,72,0.0556,72,0.0556,59,0.288,56,0.357
3705,,,,,,,,,,,,,,,,,,,,,
3710,52,52,0,52,0,52,0,52,0,52,0,52,0,40,0.3,40,0.3,40,0.3,40,0.3
3718,25,25,0,25,0,25,0,25,0,,,,,25,0,24,0.0417,24,0.0417,24,0.0417
