id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio,270,270_cambio,365,365_cambio
1007,15,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,10.5,0.429
1015,15.6,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0,13.8,0.13,13.8,0.13,13.8,0.13,10.5,0.486
1023,15,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,10.5,0.429
1031,15,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,10.5,0.429
1082,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,19.5,0.379
1090,28,28,0,28,0,28,0,28,0,28,0,28,0,22.5,0.244,22.5,0.244,,,19.5,0.436
1104,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,,,19.5,0.379
1112,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,19.5,0.379
1120,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,19.5,0.379
1139,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,19.5,0.379
1155,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,19.5,0.379
1163,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,25,0.1,25,0.1,25,0.1,19.5,0.41
1198,56,56,0,56,0,56,0,56,0,56,0,56,0,49.9,0.122,49.9,0.122,49.9,0.122,,
1557,31,31,0,31,0,31,0,31,0,31,0,27.6,0.123,27.6,0.123,,,27.5,0.127,26.5,0.17
1606,,,,,,,,,,,,,,,,,,,,,
1610,,,,,,,,,,,,,,,,,,,,,
1618,,,,,,,,,,,,,,,,,,,,,
1621,39.5,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,38,0.0395,38,0.0395,,,27.5,0.436
1623,39.5,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,38,0.0395,38,0.0395,,,27.5,0.436
1624,,,,,,,,,,,,,,,,,,,,,
1625,,,,,,,,,,,,,,,,,,,,,
1626,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,6.5,0.154,6,0.25,4.9,0.531,5.5,0.364
1628,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,6.5,0.154,6.2,0.21,6.2,0.21,5.5,0.364
1629,,,,,,,,,,,,,,,,,,,,,
1644,,,,,,,,,,,,,,,,,,,,,
1655,13.2,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,,,,,,,7.7,0.714,7.2,0.833
1656,12.9,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0,,,,,7.5,0.72,7.5,0.72,7,0.843
1657,12.9,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0,,,,,7.5,0.72,7.5,0.72,7,0.843
1659,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,13,0.192,13,0.192,11.8,0.314,11.8,0.314,7.5,1.07
1661,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,13,0.192,13,0.192,11.8,0.314,11.8,0.314,7.5,1.07
1668,,,,,,,,,,,,,,,,,,,,,
1705,,,,,,,,,,,,,,,,,,,,,
1714,20,20,0,20,0,20,0,20,0,20,0,20,0,15.5,0.29,15.5,0.29,15.5,0.29,15.5,0.29
1715,20,20,0,20,0,20,0,20,0,20,0,20,0,15.5,0.29,15.5,0.29,15.5,0.29,15.5,0.29
1717,,,,,,,,,,,,,,,,,,,,,
1718,,,,,,,,,,,,,,,,,,,,,
1719,,,,,,,,,,,,,,,,,,,,,
